,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2494,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
2495,748,Spain,Male,60,3,0.0,2,1,1,78194.37,0
2496,523,France,Female,28,2,121164.11,1,1,1,59938.81,0
2497,555,France,Male,51,5,0.0,3,1,0,189122.89,1
2498,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
2499,611,France,Male,28,2,0.0,2,0,0,25395.83,0
2500,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
2501,651,Spain,Female,36,8,0.0,2,1,0,91652.43,0
2502,604,France,Female,34,7,0.0,2,1,0,193021.49,0
2503,571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
2504,768,France,Female,36,5,180169.44,2,1,0,17348.56,0
2505,720,NotReported,Male,64,3,45752.78,2,1,0,79623.28,1
2506,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0
2507,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1
2508,612,France,Male,41,5,0.0,3,0,0,151256.22,0
2509,737,France,Female,70,9,87542.89,2,1,1,42576.86,0
2510,629,Spain,Male,29,6,0.0,2,1,1,88842.8,0
2511,634,France,Male,45,9,0.0,2,0,0,17622.82,0
2512,488,France,Female,34,2,0.0,2,1,1,181270.84,0
2513,661,France,Female,30,7,0.0,2,1,0,72196.57,0
2514,529,France,Male,42,1,157498.9,1,1,1,82276.62,0
2515,452,Germany,Male,52,1,98443.14,2,0,0,92033.98,0
2516,699,NotReported,Male,28,7,0.0,2,1,1,22684.78,0
2517,723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
2518,531,France,Male,29,3,114590.58,1,0,0,75585.48,0
2519,702,Spain,Male,43,6,116121.67,1,1,0,61602.42,0
2520,518,Germany,Male,37,9,125961.74,2,1,0,160303.08,1
2521,615,France,Female,30,9,0.0,1,1,0,87347.82,0
2522,653,France,Female,32,4,83772.95,1,0,1,23920.65,0
2523,681,Spain,Female,37,6,121231.39,1,1,1,146366.08,0
2524,553,France,Male,32,7,64082.09,1,0,1,109159.58,0
2525,729,France,Female,32,7,38550.06,1,0,1,179230.23,0
2526,578,France,Female,40,7,0.0,2,0,0,102233.73,0
2527,664,France,Male,36,1,0.0,1,1,1,95372.64,0
2528,626,France,Female,37,2,133968.96,2,1,0,148689.65,0
2529,744,France,Male,36,10,0.0,1,1,1,182867.84,0
2530,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
2531,769,Germany,Male,60,9,148846.39,1,1,0,192831.67,1
2532,615,France,Male,41,4,130385.82,1,0,1,130661.95,0
2533,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0
2534,720,Spain,Male,34,3,0.0,1,1,1,77047.78,0
2535,826,NotReported,Female,37,4,129938.07,1,0,1,190200.53,0
2536,553,France,Male,31,5,0.0,2,0,0,124596.63,0
2537,643,Spain,Female,35,6,0.0,2,1,1,41549.64,0
2538,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
2539,714,Spain,Male,34,5,0.0,2,1,0,193040.32,0
2540,704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
2541,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0
2542,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
2543,582,France,Female,38,9,135979.01,4,1,1,76582.95,1
2544,421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0
2545,562,France,Female,27,3,0.0,2,1,0,28137.03,0
2546,682,Germany,Male,36,5,72373.62,2,1,0,36895.99,0
2547,648,France,Male,33,7,134944.0,1,1,1,117036.38,0
2548,708,Spain,Male,38,8,99640.89,1,1,0,12429.22,0
2549,468,France,Female,56,10,0.0,3,0,1,62256.87,1
2550,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0
2551,691,France,Male,58,3,0.0,1,0,1,194930.3,1
2552,529,Spain,Female,43,5,0.0,2,0,0,79476.63,0
2553,821,Germany,Male,42,3,87807.29,2,1,1,64613.81,0
2554,567,France,Male,36,7,0.0,2,0,1,3896.08,0
2555,850,Spain,Male,28,9,76534.49540312754,1,1,1,175853.64,0
2556,774,France,Male,76,4,112510.89,1,1,1,143133.18,0
2557,528,Germany,Male,32,2,99092.45,1,0,1,111149.98,0
2558,666,France,Male,51,2,148222.65,1,0,0,156953.54,1
2559,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
2560,438,France,Male,60,7,78391.17,1,0,1,49424.6,0
2561,570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0
2562,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
2563,658,Germany,NotSpecified,31,2,77082.65,2,0,0,13482.28,0
2564,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0
2565,677,Germany,Female,36,10,68806.84,1,1,0,33075.24,0
2566,443,Germany,Male,50,3,117206.3,1,1,0,42840.18,1
2567,469,France,Female,48,5,0.0,1,1,0,160529.71,1
2568,734,Germany,Female,52,5,71283.09,2,0,1,38984.37,0
2569,704,France,Male,36,3,114370.41,1,0,1,66810.48,0
2570,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1
2571,630,Spain,Male,30,3,0.0,2,0,1,10486.69,0
2572,695,France,Female,36,2,0.0,2,0,1,167749.54,0
2573,732,France,Male,36,5,0.0,2,1,0,161428.25,0
2574,807,France,Male,47,1,95120.59,1,0,0,127875.1,0
2575,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
2576,702,France,Male,26,5,56738.47,2,1,1,100442.22,1
2577,621,Spain,Male,33,4,0.0,2,1,1,40299.23,0
2578,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0
2579,539,France,Female,40,7,81132.21,1,1,0,167289.82,0
2580,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1
2581,648,France,Female,44,2,0.0,2,1,1,58652.23,0
2582,680,France,Female,43,4,0.0,2,1,1,58761.33,0
2583,571,France,Female,42,4,108825.34,3,1,2,55558.51,1
2584,850,NotReported,Female,36,3,169025.83,1,1,0,174235.06,0
2585,836,Spain,Female,41,7,150302.84,1,1,1,156036.19,0
2586,752,France,Female,36,2,119912.46,1,1,0,124354.92,0
2587,712,France,Female,29,8,140170.61,1,1,1,38170.04,0
2588,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0
2589,629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0
2590,777,Germany,Female,37,10,121532.17,2,1,1,73464.88,0
2591,500,Spain,Male,40,1,99004.24,1,1,1,152845.99,0
2592,702,Spain,Male,39,8,0.0,2,1,0,99654.13,0
2593,521,France,Male,37,5,105843.26,2,1,1,84908.2,0
2594,676,France,Male,31,3,78990.15,1,1,1,124777.14,0
2595,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
2596,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0
2597,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0
2598,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
2599,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0
2600,693,France,Female,30,6,127992.25,1,1,1,50457.2,0
2601,653,France,Female,60,2,120731.39,4,1,1,138160.11,1
2602,850,France,Female,36,0,164850.54,1,1,1,62722.44,0
2603,671,France,Female,38,6,132129.72,1,0,1,100117.00934116702,0
2604,725,France,Male,35,7,75915.75,1,1,0,150507.43,0
2605,650,Spain,Male,71,0,0.0,1,1,1,175380.77,0
2606,449,Spain,Female,33,8,0.0,2,0,0,156792.89,0
2607,736,Germany,Male,50,9,116309.01,1,1,0,185360.4,1
2608,586,Spain,Female,42,2,0.0,1,1,0,102889.34,0
2609,719,France,Female,42,4,0.0,1,1,0,28465.86,1
2610,512,Spain,Male,37,6,0.0,2,1,0,168462.26,0
2611,798,France,Male,37,8,0.0,3,0,0,110783.28,0
2612,744,France,Female,44,3,0.0,2,1,1,189016.14,0
2613,705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1
2614,662,France,Male,29,5,147092.65,1,1,0,10928.3,0
2615,677,Spain,Female,34,4,0.0,2,1,1,6175.53,0
2616,684,Germany,Female,46,3,102955.14,2,1,0,154137.33,0
2617,660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
2618,738,France,Male,26,9,0.0,2,1,1,48644.94,0
2619,629,France,Male,44,5,0.0,4,0,0,117572.59,1
2620,850,France,Female,37,7,153147.75,1,1,1,152235.3,0
2621,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
2622,790,Germany,Male,42,1,85839.62,1,1,0,198182.73,0
2623,693,France,Female,39,4,0.0,2,0,1,142331.39,0
2624,678,France,Female,60,10,117738.81,1,1,0,147489.76,1
2625,782,France,Male,36,5,81210.72,2,0,1,108003.38,0
2626,680,France,Female,25,4,123816.5,1,1,1,90162.35,0
2627,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,0
2628,670,France,Male,33,1,0.0,2,1,1,86413.11,0
2629,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1
2630,746,Spain,Male,24,10,68781.82,1,0,1,47997.39,0
2631,757,Germany,Male,30,6,105128.85,2,1,1,62972.13,0
2632,675,France,Female,32,2,155663.31,1,1,0,97658.66,0
2633,619,France,Female,35,8,132292.63,1,1,0,65682.93,0
2634,830,Spain,Male,40,4,0.0,2,0,1,81622.52,0
2635,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0
2636,662,Germany,Male,59,2,104568.41,1,1,0,8059.44,1
2637,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
2638,639,France,Male,38,3,0.0,1,1,0,42862.82,0
2639,718,Germany,Male,43,5,132615.73,2,1,0,32999.1,0
2640,731,France,Female,36,6,0.0,1,0,0,152128.36,0
2641,702,France,Female,29,6,149218.39,1,1,1,9633.01,0
2642,503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0
2643,621,France,Male,40,10,163823.37,1,0,2,89519.47,0
2644,755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
2645,610,France,Female,27,4,87262.4,2,1,0,182720.07,0
2646,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1
2647,665,France,Female,44,7,0.0,2,1,1,66548.58,0
2648,698,Spain,Female,47,6,0.0,1,1,0,50213.81,1
2649,702,Spain,Female,26,4,135219.57,1,0,1,59747.63,0
2650,516,Spain,Female,31,3,0.0,2,1,0,124202.26,0
2651,577,France,Female,34,2,0.0,2,1,1,84033.35,0
2652,829,Spain,Male,50,7,0.0,2,0,1,178458.86,0
2653,658,France,Female,32,9,0.0,2,1,0,156774.75,0
2654,541,France,Male,32,8,0.0,2,0,0,40889.14,0
2655,699,France,Male,39,2,109724.38,1,2,1,180022.39,0
2656,794,France,Male,35,6,0.0,2,1,1,68730.91,0
2657,542,France,Female,31,3,0.0,2,1,1,115217.59,0
2658,605,France,Female,51,9,104760.82,1,1,1,165574.54,1
2659,686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1
2660,707,France,Female,44,6,0.0,2,1,1,192542.17,0
2661,585,France,Male,36,7,0.0,2,1,0,94283.09,0
2662,652,Spain,Male,58,6,0.0,2,0,1,170025.43,0
2663,822,France,Male,38,6,128289.7,3,1,0,9149.96,1
2664,533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0
2665,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0
2666,775,France,Male,45,8,76534.49540312754,1,1,0,130376.68,0
2667,686,France,NotSpecified,60,9,76534.49540312754,3,1,1,75246.21,1
2668,790,France,NotSpecified,41,2,126619.27,1,1,0,198224.38,0
2669,543,France,Female,34,8,0.0,2,0,1,145601.8,0
2670,468,France,Female,22,1,76318.64,1,1,1,194783.12,0
2671,697,France,Female,45,1,0.0,2,1,0,46807.62,1
2672,556,France,Female,47,2,139914.27,1,1,1,50390.98,0
2673,427,Germany,Male,42,1,76534.49540312754,1,1,1,57098.0,0
2674,730,Spain,NotSpecified,52,7,0.0,2,0,1,122398.84,0
2675,753,France,Male,35,3,0.0,2,1,1,184843.77,0
2676,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
2677,743,Spain,Male,45,7,157332.26,1,1,0,125424.42,0
2678,710,France,Female,37,3,0.0,2,1,1,112289.06,0
2679,634,Spain,Male,35,3,0.0,2,1,1,19515.48,0
2680,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1
2681,801,France,NotSpecified,43,4,158713.08,2,0,0,98586.14,0
2682,632,France,Female,40,9,139625.34,1,1,0,93702.96,1
2683,548,France,Female,36,3,0.0,1,1,0,65996.9,0
2684,545,Germany,NotSpecified,45,6,93796.42,2,1,1,162321.26,0
2685,718,France,Female,31,0,118100.59,2,1,0,103165.15,0
2686,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0
2687,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0
2688,657,France,Female,41,5,95858.37,1,1,1,68255.88,0
2689,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0
2690,561,France,Female,49,8,0.0,2,1,2,12513.07,0
2691,714,Spain,Male,29,9,0.0,2,1,0,129192.55,0
2692,664,France,Male,32,10,107209.73,1,1,1,112340.2,0
2693,723,Germany,Female,28,5,91938.31,1,1,0,143481.85,0
2694,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1
2695,608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0
2696,517,France,Male,28,2,115062.61,1,1,0,179056.23,0
2697,733,France,Male,42,9,150507.21,1,0,1,169964.12,0
2698,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0
2699,770,France,Female,37,9,0.0,2,0,0,22710.72,0
2700,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
2701,644,France,Male,40,8,93183.19,1,1,0,73882.49,0
2702,497,Germany,Male,35,7,110053.62,2,1,1,92887.06,0
2703,664,France,Male,57,6,0.0,2,1,1,15304.08,0
2704,599,France,Male,27,5,0.0,2,1,0,30546.4,0
2705,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0
2706,844,Spain,Male,37,5,99529.7,1,0,1,157230.06,1
2707,689,France,Female,29,1,77556.79,2,1,1,122998.26,0
2708,736,France,Female,30,9,0.0,2,1,0,34180.33,0
2709,464,Germany,Male,37,4,155994.15,1,0,0,143665.44,0
2710,828,Spain,Male,42,10,0.0,1,1,1,186071.14,0
2711,550,Germany,Male,33,4,118400.91,1,0,1,13999.64,1
2712,564,France,Female,27,6,0.0,1,0,0,7819.76,0
2713,801,France,Male,38,5,0.0,2,1,0,66256.27,0
2714,746,France,Female,32,4,0.0,2,1,1,72909.75,0
2715,526,Spain,Female,33,8,114634.63,2,1,0,110114.38,1
2716,613,France,Female,37,6,185709.28,2,1,1,77242.19,0
2717,644,Germany,NotSpecified,34,10,122196.99,2,1,1,182099.71,0
2718,598,Spain,Male,34,0,104488.17,1,0,1,43249.67,0
2719,724,NotReported,Male,34,6,118235.7,2,0,0,157137.23,0
2720,700,Germany,Male,35,4,95853.39,2,1,0,192933.37,0
2721,613,France,Male,20,3,0.0,2,1,1,149613.77,0
2722,681,France,Female,29,2,148143.84,1,1,1,52021.39,0
2723,485,France,Female,25,3,134467.26,1,1,1,113266.09,0
2724,571,Spain,Female,31,3,76534.49540312754,2,1,1,194667.92,0
2725,534,France,Male,29,7,174851.9,1,1,1,79178.31,0
2726,737,Spain,NotSpecified,38,6,146282.79,2,1,0,198516.2,0
2727,614,France,Male,49,1,0.0,2,1,0,192440.54,0
2728,733,France,Male,33,3,0.0,1,1,1,7666.73,0
2729,758,France,Male,26,4,155739.76,1,1,0,171552.02,0
2730,739,Spain,Male,60,4,0.0,1,1,1,51637.67,0
2731,583,France,Male,24,9,135125.28,1,0,0,89801.9,0
2732,749,France,Female,35,3,0.0,3,1,1,132649.85,0
2733,554,Germany,Female,31,6,135470.9,1,1,0,107074.81,0
2734,712,France,Male,29,3,102540.61,1,1,1,189680.79,0
2735,720,France,Female,43,6,137824.03,2,1,0,172557.77,0
2736,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0
2737,706,Germany,Male,36,9,58571.18,2,1,0,40774.01,0
2738,609,France,Male,32,7,118520.41,1,0,0,3815.48,0
2739,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1
2740,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0
2741,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0
2742,558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0
2743,589,Spain,Female,27,4,0.0,2,1,0,144181.48,0
2744,665,Spain,Female,40,1,76534.49540312754,1,0,1,116766.79,0
2745,729,Spain,Female,38,10,0.0,2,1,0,189727.12,0
2746,605,France,Male,52,7,0.0,2,1,1,173952.5,0
2747,595,France,Male,46,10,0.0,1,1,0,73489.15,1
2748,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1
2749,677,Spain,Female,43,3,133214.88,2,1,1,95936.84,0
2750,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0
2751,678,France,Female,22,6,118064.93,2,1,1,195424.01,0
2752,535,Spain,Male,48,9,109472.47,1,1,0,157358.43,1
2753,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
2754,598,Germany,Female,27,10,76534.49540312754,1,1,1,84136.12,0
2755,745,Spain,Female,35,8,0.0,2,1,1,116581.1,0
2756,608,France,Male,50,6,0.0,1,1,0,93568.77,1
2757,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0
2758,626,Germany,Female,47,2,103108.8,1,0,1,166475.44,1
2759,521,France,Male,39,7,0.0,2,0,1,653.58,0
2760,611,France,Male,35,10,0.0,1,1,1,100117.00934116702,1
2761,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0
2762,850,France,Female,28,1,105245.34,1,0,1,74780.13,0
2763,592,France,Male,27,3,0.0,2,1,1,19645.65,0
2764,724,Germany,Male,37,9,138166.3,1,1,0,12920.43,0
2765,850,Germany,Female,40,4,97990.49,2,0,0,100117.00934116702,0
2766,760,Spain,Female,57,1,0.0,2,1,1,25101.17,0
2767,793,Spain,Male,38,9,0.0,2,1,0,88225.02,0
2768,597,France,Male,33,9,0.0,2,1,0,49374.82,0
2769,477,France,Female,30,6,131286.46,1,1,0,194144.45,0
2770,681,Spain,Female,32,3,0.0,2,1,1,59679.9,0
2771,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
2772,438,Germany,Male,37,8,78398.69,1,1,0,44937.01,0
2773,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
2774,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0
2775,429,France,Female,39,6,48023.83,1,1,0,74870.99,0
2776,730,France,Female,47,7,0.0,1,1,0,33373.26,1
2777,463,Spain,Male,20,8,204223.03,1,1,0,128268.39,0
2778,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0
2779,732,Spain,Male,33,8,0.0,1,1,0,119882.7,0
2780,589,France,NotSpecified,38,4,0.0,1,1,0,95483.48,1
2781,566,France,Male,42,3,108010.78,1,1,1,157486.1,0
2782,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1
2783,750,France,Male,36,7,136492.92,3,1,1,26500.29,1
2784,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0
2785,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0
2786,686,Spain,Male,41,7,102749.72,1,0,1,194913.86,0
2787,636,France,Female,38,1,0.0,1,1,0,45015.38,0
2788,432,Spain,Male,38,7,0.0,2,1,0,150580.88,0
2789,630,France,Male,40,8,0.0,2,1,1,42495.81,0
2790,565,France,Female,40,2,0.0,1,1,1,129956.13,0
2791,562,France,Female,57,3,0.0,3,1,0,6554.97,1
2792,591,France,Male,43,3,0.0,2,0,1,198926.36,0
2793,622,France,Male,29,7,101486.96,1,1,1,8788.35,0
2794,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
2795,558,France,Female,41,6,0.0,1,1,1,143585.29,1
2796,624,Spain,Female,28,2,0.0,2,0,1,104353.26,0
2797,573,France,Female,27,4,0.0,2,1,1,157549.6,0
2798,596,France,Male,33,2,139451.67,1,0,0,63142.12,0
2799,572,France,Female,47,2,0.0,2,1,0,36099.7,0
2800,506,Spain,Male,37,3,0.0,2,1,0,12016.79,0
2801,580,Germany,Male,35,10,136281.41,2,1,1,24799.47,0
2802,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
2803,714,France,Female,24,7,0.0,2,1,0,166335.0,0
2804,729,Spain,Female,28,0,0.0,2,1,1,31165.06,1
2805,642,Germany,NotSpecified,40,6,129502.49,2,0,1,86099.23,1
2806,689,Spain,Female,31,4,0.0,2,1,1,136610.02,0
2807,617,France,Male,30,3,132005.77,1,1,0,100117.00934116702,0
2808,445,France,Male,37,3,0.0,2,1,1,180012.39,0
2809,628,France,Male,25,7,0.0,2,1,1,195977.75,0
2810,547,France,NotSpecified,30,6,0.0,2,1,1,18471.86,0
2811,706,Spain,Male,53,7,0.0,2,0,1,117939.17,0
2812,828,France,Male,37,5,0.0,2,1,0,94845.45,0
2813,788,France,Male,32,4,112079.58,1,0,0,89368.59,0
2814,640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
2815,722,France,Female,47,2,88011.4,1,1,1,90655.94,1
2816,687,France,Male,39,7,0.0,2,1,0,26848.25,0
2817,799,NotReported,Female,63,1,110314.21,2,1,0,37464.0,1
2818,655,France,Male,37,5,93147.0,2,1,0,66214.13,0
2819,638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0
2820,651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0
2821,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
2822,604,France,Male,34,7,0.0,2,1,1,188078.55,0
2823,707,France,Male,58,6,89685.92,1,0,1,126471.13,0
2824,649,Spain,Female,49,2,0.0,1,1,0,84863.85,1
2825,640,Germany,Male,23,5,72012.76,1,1,0,161333.13,0
2826,597,France,Male,41,4,76534.49540312754,1,1,1,92090.36,0
2827,611,Spain,Female,37,4,0.0,2,1,0,125696.26,0
2828,538,France,Female,62,3,75051.49,1,0,0,17682.02,1
2829,599,Spain,Female,39,4,0.0,1,1,0,194273.2,1
2830,477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0
2831,727,Spain,Female,31,0,0.0,1,1,0,121751.04,1
2832,434,Spain,Male,55,6,0.0,1,0,1,73562.05,1
2833,850,France,Male,58,8,156652.13,1,0,0,25899.21,1
2834,759,France,Female,39,6,0.0,2,1,1,140497.67,0
2835,612,France,Female,43,4,139496.35,2,1,1,77128.23,0
2836,571,France,Female,35,8,0.0,2,0,0,84569.13,0
2837,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
2838,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0
2839,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1
2840,634,France,Male,26,8,0.0,1,1,0,21760.96,0
2841,809,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
2842,653,France,NotSpecified,43,6,0.0,2,1,1,7330.59,0
2843,683,Spain,Female,36,5,0.0,2,1,0,104786.59,0
2844,712,Spain,Male,47,1,139887.01,1,1,1,95719.73,0
2845,666,France,Female,36,8,0.0,1,0,1,158666.99,0
2846,638,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
2847,734,Spain,Female,37,0,152760.24,1,1,1,48990.5,0
2848,539,Germany,Male,42,1,177728.55,1,1,0,105013.63,0
2849,788,Spain,Male,36,10,109632.85,1,1,1,16149.13,0
2850,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1
2851,569,Spain,Female,34,6,144855.34,1,0,0,196555.32,0
2852,786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0
2853,636,France,Male,44,2,0.0,2,0,0,86414.41,0
2854,726,France,Female,44,2,0.0,2,1,1,26733.86,0
2855,694,France,Male,39,5,77652.4,1,1,1,25407.59,0
2856,755,France,Female,29,3,0.0,1,1,0,4733.94,0
2857,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1
2858,822,France,Male,32,8,116358.0,1,1,0,108798.36,0
2859,541,France,Male,37,9,118636.92,1,1,1,73551.44,0
2860,738,Germany,Male,37,9,121152.05,2,1,0,64166.7,1
2861,832,Spain,Male,29,8,93833.86,1,0,1,10417.87,0
2862,680,France,Female,24,10,0.0,3,1,0,154971.63,1
2863,444,France,Male,34,2,144318.97,1,1,0,112668.06,0
2864,510,France,Male,63,8,0.0,2,1,1,115291.86,0
2865,735,Spain,Male,50,9,0.0,1,0,0,166677.35,1
2866,561,France,Male,32,5,0.0,1,1,0,84871.99,0
2867,525,France,Female,23,5,0.0,2,1,0,160249.1,0
2868,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
2869,564,France,Male,40,4,0.0,1,1,0,85455.62,1
2870,756,France,Male,37,1,94773.11,1,1,0,114279.63,0
2871,680,Spain,Female,37,8,0.0,2,1,1,65708.5,0
2872,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0
2873,688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
2874,587,France,Female,36,1,70784.27,1,1,0,30579.82,0
2875,641,France,Female,37,2,0.0,2,1,0,3939.87,0
2876,850,France,Male,32,4,0.0,1,1,1,180622.02,0
2877,768,France,Female,28,3,109118.05,2,0,1,50911.41,0
2878,606,Spain,Male,33,8,0.0,2,1,1,63176.77,0
2879,572,Germany,Male,47,4,99353.42,1,1,0,196549.85,1
2880,780,France,Female,26,3,140356.7,1,1,0,117144.15,0
2881,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0
2882,471,France,Male,42,3,164951.56,1,1,0,190531.77,0
2883,567,France,Male,59,3,0.0,2,1,0,25843.7,1
2884,691,France,Male,41,2,0.0,1,1,1,56850.92,1
2885,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
2886,621,Germany,Male,40,8,174126.75,3,1,0,172490.78,1
2887,850,France,NotSpecified,31,6,131996.66,2,1,1,178747.43,0
2888,619,NotReported,Male,39,5,0.0,2,1,1,158444.61,0
2889,468,France,Male,46,7,91443.75,1,1,0,10958.18,0
2890,683,France,Male,30,4,66190.33,1,1,1,115186.97,0
2891,551,Spain,NotSpecified,27,2,113873.22,1,1,1,85129.77,1
2892,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0
2893,632,France,Female,27,3,107375.82,1,1,1,62703.38,0
2894,481,France,Female,37,5,0.0,2,1,1,125253.46,0
2895,647,Spain,Female,29,2,0.0,2,1,0,179032.68,0
2896,710,France,Female,31,1,0.0,2,1,0,20081.3,0
2897,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1
2898,532,Germany,Male,52,9,137755.76,1,1,0,163191.99,1
2899,795,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
2900,659,Germany,Male,39,8,52106.33,2,1,1,107964.36,0
2901,715,France,Female,32,10,0.0,2,1,0,60907.49,0
2902,609,Spain,Male,61,1,0.0,1,1,0,22447.85,1
2903,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1
2904,624,France,Male,42,3,145155.37,1,1,0,72169.95,1
2905,687,France,Female,61,7,80538.56,1,1,0,131305.37,1
2906,644,France,Male,37,6,117271.8,2,1,0,104217.96,1
2907,623,France,Female,44,6,0.0,2,0,0,167162.43,0
2908,740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0
2909,711,France,Female,35,8,0.0,1,1,1,67508.01,0
2910,669,Spain,Male,29,9,0.0,1,1,1,93901.61,0
2911,659,France,Male,35,6,0.0,2,1,1,58879.11,0
2912,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0
2913,694,France,Male,30,10,144684.03,1,1,1,31805.49,0
2914,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0
2915,602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0
2916,643,France,Female,45,4,45144.43,1,1,0,60917.24,1
